gene	GCS	log2_ratio	exons
IGF2	-0.281132011	0.00287927347193	7
IKBKE	3.25424293074	0.0599478736301	20
IKZF1	-0.472429834026	-0.0985919593685	2
IL7R	16.2479629956	0.465640287822	8
IL8	-14.35764783	-0.555304284377	8
INHBA	-0.726757029737	-0.142252576234	3
INPP4B	-14.246640167	-0.324950120143	26
IPO7	0.950024003462	0.367077709993	1
IRF4	8.55662744929	-0.0124831936206	9
IRF6	7.88970009552	1.06411785787	2
IRF8	1.75350678863	0.255135948212	1
IRS2	-2.70761228405	-0.0431121882054	5
ITGAL	7.0900439224	1.97744874278	1
JAK1	16.1127407138	0.182689923392	24
JAK2	-28.4808814651	-0.715886663125	24
JAK3	4.59528633694	0.0469363280529	24
JUN	0.201875686757	0.0553642011409	3
KCNJ2	3.53326575639	1.08923880672	1
KDM5A	-6.27317559885	-0.086827923906	28
KDR	2.61284268718	-0.00990155219019	30
KEAP1	0.731587962437	-0.00263430406266	5
KIAA1432	5.7223662056	0.897782476182	2
KIF5B_fus	7.03529573149	0.430084005859	1
KIR3DX1	9.08842648966	2.31615958515	1
KIT	7.85650100146	0.0656666181875	20
KMT2A	-7.13582175883	-0.0488646948339	38
KMT2C	-16.2573166132	-0.225741673523	63
KMT2D	8.47376966913	0.105817322971	59
KPNA4	1.23030186798	0.323497800086	1
KPNB1	6.30431085658	0.81318016717	2
KRAS	-10.0222518109	-0.653076594732	6
LAMA3	7.46470153933	2.39241566511	1
LEPR	6.25958613252	1.71672624639	1
LMO1	2.2222355704	-0.0750170079023	6
LOC100131626	3.40147154088	0.45079276463	2
LRRC34	-4.62148814828	-0.759077144434	2
LYN	-0.495921151366	-0.160090044161	12
MAGOHB	1.69668646376	0.524728575012	1
MALT1	4.64105896119	0.714844324008	2
MAP2K1	15.4234064312	0.130059192794	12
MAP2K2	2.50375701185	0.0348934733887	11
MAP2K4	-4.76216166096	-0.200593479938	13
MAP3K1	-15.9277822259	-0.402946002123	23
MAP3K4	-7.06236447458	-1.19949031829	2
MAP4K5	4.91881137293	1.6115569883	1
MAPK1	0.263287711022	-0.0317098525775	1
MAPKAP1	-3.77770716388	-1.36430851937	1
MARK2	2.00418080029	0.337932598244	1
MCL1	2.41925271985	0.0749384426939	3
MDM2	-7.38351235489	-0.16260736785	12
MDM4	12.6589926122	0.269483569566	11
MED19	0.307941309371	0.00440486783229	1
MEF2B	1.72408571416	-0.100796052355	8
MEIS1	7.70915501004	1.2574375473	2
MEN1	1.88160273345	0.014228822185	8
MET	41.5762635189	0.343967295833	69
MIR1273H	6.34387780973	1.57164336767	1
MITF	-9.15426806699	-0.145540100971	14
MLH1	10.1189327902	0.112704446521	21
MMP16	-2.67277431638	-0.449989856707	2
MONO-27	1.88319879268	0.437359977097	1
MOV10L1	3.57664765976	1.01548873284	1
MPL	2.22038822583	0.0194991417002	13
MRE11A	-13.6646040312	-0.5988107048	19
MRPL19	-6.06159385117	-0.803633669209	2
MSH2	4.94093359347	-0.21207953345	21
MSH3	-9.69088629232	-0.165568388779	24
MSH6	8.36404892605	0.0597900367144	12
MTF1	3.8709052356	1.24914654874	1
MTOR	15.146024027	0.101567061062	57
MTRR	1.47874770527	0.268352865323	2
MUTYH	2.65889397396	0.0517082725969	14
MYADM	0.655389208029	0.229274219518	1
MYC	-2.0168922232	-0.172236172896	3
MYCL	-4.66229178364	-0.155843067451	3
MYCN	-5.58550405801	-0.381751878281	2
MYD88	2.24422763466	0.0897229242254	5
MYO10	2.13936875424	0.731839509163	1
NAB1	9.10054882433	1.70958436256	1
NAB2_fus	0.932472131467	0.0636093439961	2
NBN	-8.43622719749	-0.402350583789	17
NCOA6	1.39050041865	0.316184475917	2
NDUFS1	-3.41406362294	-1.29720915001	1
NEO1	5.22124855381	0.961626624921	2
NF1	-30.6609989233	-0.540870023154	67
NF2	6.57586986366	0.0271764149763	17
NFE2L2	1.20001940269	-0.20945052113	7
NFKBIA	3.33649649412	0.0546436340599	6
NFXL1	-0.838941038934	-0.206908207063	2
NKX2-1	-0.888890214145	-0.102249821162	5
NOTCH1	0.988605938498	-0.0310690123382	35
NOTCH2	2.46393876604	-0.0717674750408	38
NOTCH3	3.08744997011	0.0203190019454	33
NPM1	-12.5457050097	-0.52339401684	15
NR-21	3.92260855241	0.581372554538	2
NR-24	1.36663531645	0.344373329821	1
NR4A3_fus	5.14466088814	-0.107640145797	3
NRAS	-2.4368286591	-0.068955308176	4
NSD1	-1.93717930122	-0.207420127362	23
NT5C2	-10.7064457856	-0.311381817153	22
NTRK1	3.78382618781	0.0312983035086	18
NTRK1_fus	0.999873814643	0.0643148167943	1
NTRK2	51.9268526583	0.359486786996	108
NTRK3	22.3097243638	0.00458143430416	159
NUP85	6.5819195664	1.83948038719	1
NUP93	13.2686302329	0.122208163702	26
PALB2	8.44139487268	-0.0254109138015	14
PAPOLG	8.34738467847	1.04199015904	2
PAQR8	-4.41002894963	-1.18758781377	1
PARK2	6.79430796185	-0.0204212870878	14
PARP1	12.0230291369	0.175784541428	24
PAX5	4.83675025734	-0.00291587398305	12
PBRM1	-1.82606502811	-0.25360984049	32
PDCD1	0.916724033431	-0.0181345500494	5
PDCD1LG2	15.1440710307	0.692817360688	6
PDE6C	2.16898605383	0.646796781887	1
PDGFB_fus	-4.81981021402	-0.222721077586	7
PDGFRA	16.8361234625	0.250977225323	24
PDGFRB	5.61967681917	0.03089486241	22
PDPN	-1.74104567203	-0.52543354681	1
PIGF	-1.57103074415	0.0334077718139	63
PIK3C2G	-27.9996440265	-0.494997335088	32
PIK3CA	-27.5191066796	-0.757563543517	20
PIK3CB	-16.5747573078	-0.420524548972	22
PIK3CG	3.22984036662	-0.0566200864797	11
PIK3R1	3.09627845546	0.100949827041	19
PIK3R2	1.56401804017	-0.00835400824957	15
PLCG2	12.1135004112	0.0922152482611	33
PLEKHA1	-0.864004130258	-0.203563085736	2
PLEKHH2	-8.06254162056	-1.06717634236	2
PMS2	-1.66591762782	0.353409642929	15
PNO1	0.200565460868	-0.0210886099386	1
POLD1	2.56883907097	0.00450337853013	26
POLE	12.0463875587	0.103581278798	49
PPARG	5.17694736002	0.150879191832	7
PPHLN1_fus	-10.0438740182	-0.964922113245	2
PPP2R1A	5.55049224054	0.0824425618456	15
PRDM1	-3.99641734973	-0.185630213854	8
PREX2	-16.0558161016	-0.384088054083	41
PRKAR1A	-4.86619556325	-0.270360749801	14
PRKCI	-2.48520319164	-0.114845283573	18
PRPF39	9.28931451795	1.10922690578	2
PTCH1	5.28318132584	0.0178353220154	29
PTEN	-5.72709073566	-0.126497238351	40
PTPN11	5.64847248574	0.118942004367	21
PTPRJ	3.76100972384	0.757197080965	1
PURA	-13.4897019909	-1.6865490174	2
RABGAP1L	6.72210059338	1.54347513904	1
RAC1	0.481367330835	-0.30041061166	10
RAD21	-8.91734185926	-0.292230183887	13
RAD50	-9.49704632441	-0.406487403307	26
RAD51	5.12619331225	0.272972431525	9
RAD51B	2.05818757286	-0.000541773343899	19
RAD51C	-0.771914414935	-0.0683483787991	9
RAD51D	5.34854842538	0.127895134356	11
RAD52	2.45022003898	0.0288346178045	11
RAD54L	10.0568378023	0.152997874618	19
RAF1	4.94334372777	-0.014646684793	16
RARA	0.370940237604	-0.0800917183652	10
RB1	-24.471809301	-0.767692443999	27
RBM27	0.473838356828	0.118976137568	1
REL	5.77926644422	1.5846543026	1
RET	-6.40159452767	-0.145757559548	18
RHOT1	-1.38373200474	-0.273201282947	2
RICTOR	-30.302068534	-0.649814222956	39
RIPK2	-5.01263880982	-0.95709128022	2
RNF19A	-1.60307848919	-0.443041976196	2
RNF43	-2.79451686235	-0.0487121521704	10
ROS1	-7.8743005166	-0.202441541253	57
RPTOR	5.70848953639	-0.00228059963802	37
RRP1B	7.07316609887	1.50668640015	1
RUNX1	-0.856532131298	-0.0722037106407	13
RYR2	3.13269722351	0.499575419032	2
SASH1	1.69736420408	0.358960928827	1
SDHA	-5.11360704889	-0.2932481493	15
SDHB	7.87912453228	0.162230187258	8
SDHC	13.9772647494	0.309505722238	7
SDHD	4.48195257663	0.0180922137304	6
SEL1L3	7.83771456202	2.8332935209	1
SETD2	-5.48371553562	-0.227427472381	22
SF3B1	-18.8261782589	-0.488568412683	27
SHROOM3	-2.08348023066	-0.435568016216	2
SIPA1L2	3.77803255035	0.432988809166	2
SLC34A2_fus	11.7286294071	0.151275184748	19
SMAD2	-18.5316751181	-0.863261516995	10
SMAD3	2.84978559697	0.0392897408964	12
SMAD4	-10.3296620525	-0.269457645884	12
SMARCA4	4.7743273468	0.0376874785865	38
SMARCB1	4.89788032383	0.0802639796493	9
SMO	4.52526522819	0.0750108499706	14
SNX6	6.01890057144	2.12555437577	1
SOCS1	-1.46882936257	-0.237003326168	1
SOX2	-2.32839263012	-0.261843190576	2
SOX9	-3.42610103484	-0.277015193046	3
SPC24	1.05286403742	0.084038077542	2
SPEN	-7.35327463193	-0.161025637724	17
SPOP	3.64060834806	-0.00616180269229	9
SRC	0.170771750003	-0.0486190322356	12
SS18_fus	-6.32240010137	-0.743335782789	1
STAT3	13.5342546343	0.170989644369	24
STK11	0.0966130733911	0.00335250812481	11
STMN1	-0.803854779592	-0.221681380294	2
STRBP	4.52523844418	1.22676036356	1
SUCLG1	3.43872990406	0.685183872413	2
SUFU	5.34917975011	0.0898536047091	14
SUGCT	6.84896545142	1.76852887689	1
SYK	6.17043866774	0.0941328929759	13
TAF15	0.0640957852844	-0.0609546865218	1
TAGAP	4.48615045407	0.875698147837	2
TBX3	12.4677895753	0.415602605402	8
TECPR2	11.7050053456	2.33236107883	1
TERT	-0.705508199939	0.005585674222	17
TET2	-5.31850211157	-0.141639606932	22
TGFBR2	1.24774585744	-0.111370350114	8
TMEM67	-0.378257150886	-0.195050791895	1
TMPRSS15	6.85900905419	0.853335225841	2
TMPRSS2	12.8757447915	0.107794051291	15
TNFAIP3	3.83728684064	0.142137942734	8
TNFRSF14	0.838794585898	-0.0167653204874	8
TNFSF13B	-4.62254321774	-1.55466691794	1
TNKS	2.91827073575	0.468531940452	2
TNRC18	-1.05852236481	-0.479548423645	1
TOP1	7.25105144555	0.0645364394337	22
TOP2B	4.57390967184	1.6303769379	1
TP53	9.05610241536	0.163007044793	10
TPH1	6.2375173523	1.2357702823	2
TRA2A	3.40193150779	0.659400984884	2
TRIM24	2.45244858285	0.681605123032	1
TSC1	4.30625821251	0.0747053628656	22
TSC2	4.90782938303	0.0386381597006	42
TSHR	7.49182156325	0.256146034878	13
TSN	3.28723000716	0.701341317573	1
TXNRD1	-1.03174719769	-0.467503862475	1
U2AF1	7.69644216049	-0.00709107601964	10
UBE2E3	-2.11772338925	-0.871213196988	1
UBE3C	5.42608213971	1.0718258239	2
ULK4	3.48976616545	0.989141394163	1
UPF2	4.92850045233	1.41515624883	1
VEGFA	2.14898401492	-0.0173793242515	10
VHL	3.71662128353	-0.00801610677859	3
VSIG10	2.73509857826	1.38227531676	1
WHSC1	6.1713341896	0.0342184153043	25
WHSC1L1	-1.77425511226	-0.0520093467913	27
WT1	2.50402674407	0.0589508667661	11
XPO1	-2.75240621728	-0.284241345545	27
ZBBX	12.812389917	2.537695307	1
ZDHHC17	0.668720202102	0.165346727081	1
ZNF805	5.96206668248	1.32291565942	1
ZZZ3	-8.59771427147	-1.74845845916	2
rs1045642	2.20466818308	0.265743590567	1
rs1052555	1.15228698383	0.0847775440438	1
rs10981694	0.97866786133	0.0533597287666	2
rs11045585	-5.94790445665	-1.32005318781	1
rs1130214	-1.15271937909	-0.308724464567	1
rs1138272	-0.0103959980343	-0.113424481814	1
rs11572080	-2.66172229139	-0.513780755893	1
rs11598702	-3.06378920552	-0.497920211747	1
rs11615	-0.00771585940058	-0.0547147438519	1
rs12613732	0.508760736595	0.0168215534362	1
rs12762549	5.24703824952	0.920626396649	1
rs13181	2.42432697876	0.297204725332	1
rs151264360	-5.41264884288	-0.603883750219	2
rs1517114	0.807507964008	0.114143903929	1
rs1570360	-1.23323189575	-0.534954910083	1
rs1650723	3.52208087083	0.321878259921	1
rs1695	-1.01772407761	-0.201499443252	1
rs1799793	0.37560986278	0.0308052266202	1
rs1801019	1.84818731845	0.142059771871	1
rs1801131	1.43332657682	0.151089627392	1
rs1801133	1.51729275583	0.11336034347	1
rs1801265	-3.72329032635	-0.508584177058	1
rs1805087	-4.88726947552	-0.765149080424	1
rs183484	-10.3681397358	-2.07253876883	1
rs1934951	0.503834843851	0.00462857956342	1
rs2032582	-2.18231781173	-0.401842835553	1
rs2072671	0.698870322076	0.0322624321528	1
rs2075252	4.99834361723	0.56838412478	1
rs2228001	0.137489794271	0.000115304768352	1
rs2273618	2.09291430722	0.282866790997	1
rs2291075	-8.48723492364	-1.46079369592	1
rs2291767	1.39091626356	0.114591193999	1
rs2297595	-6.86912886646	-0.933202280552	1
rs2494752	-0.0119171293473	-0.162608559385	1
rs2501873	0.154795223634	-0.000364998531804	1
rs25487	-0.30419347689	-0.0894198513953	1
rs2784917	-0.798508070676	-0.183167825662	1
rs28738963	1.52122319071	0.381285272755	1
rs316019	-1.75579357953	-0.335884331411	1
rs3212986	-4.75111579627	-0.702858918713	2
rs3745274	1.30138717959	0.0846159686076	1
rs3892097	0.324151273783	0.0978320579821	1
rs3918290	3.33178020709	0.319787326367	1
rs3957357	-0.19927786847	-0.0560004351056	1
rs4148323	1.36446997481	0.11039221108	1
rs4244285	-4.70879256951	-0.849756677951	1
rs430397	6.53618204703	0.902807271364	1
rs442767	-2.58902878581	-0.532167267193	1
rs4646	3.42865576792	0.450811787246	1
rs4673	0.118104695021	-0.0543564880985	1
rs4673993	3.67882038781	0.381791593878	1
rs4728709	-3.60776227889	-0.747942018324	1
rs4880	-0.441934107268	-0.108657730646	1
rs50872	0.684050403639	0.187289770117	1
rs55886062	-1.55446322345	-0.274762630944	1
rs60369023	2.1839536629	0.192224123699	1
rs67376798	-4.77332487076	-0.62430168868	1
rs699947	0.483716589032	0.244960349391	1
rs716274	4.25593742408	0.530716922009	1
rs7779029	-0.00216884838211	-0.0435732923899	1
rs7851395	4.55207602962	0.899937285122	1
rs8133052	-0.900571464846	-0.202973878051	1
rs873478	0.697595136683	0.010918082721	2
rs9679162	5.45431994501	0.630995879731	1
rs9937	7.79396980876	1.64842038531	1
