Chr	gene	log2_ratio	CopyNumber
chr8	NBN	-0.402350583789	1.51324901944
chr17	NF1	-0.540870023154	1.37471254209
chr22	NF2	0.0271764149763	2.03803159165
chr14	NFKBIA	0.0546436340599	2.0772050444
chr5	NPM1	-0.52339401684	1.39146631425
chr10	NT5C2	-0.311381817153	1.61173905096
chr1	NTRK1	0.0312983035086	2.04386272763
chr9	NTRK2	0.359486786996	2.56593884582
chr15	NTRK3	0.00458143430416	2.00636131171
chr16	NUP93	0.122208163702	2.17679894683
chr16	PALB2	-0.0254109138015	1.96508141553
chr6	PARK2	-0.0204212870878	1.97188950565
chr1	PARP1	0.175784541428	2.25915701127
chr9	PAX5	-0.00291587398305	1.99596182255
chr9	PDCD1LG2	0.692817360688	3.23287418062
chr22	PDGFB_fus	-0.222721077586	1.71389523222
chr4	PDGFRA	0.250977225323	2.38002582075
chr5	PDGFRB	0.03089486241	2.04329125347
chr12	PIK3C2G	-0.494997335088	1.41912597757
chr3	PIK3CA	-0.757563543517	1.18298883405
chr3	PIK3CB	-0.420524548972	1.49430583573
chr7	PIK3CG	-0.0566200864797	1.92302819263
chr5	PIK3R1	0.100949827041	2.14495863659
chr16	PLCG2	0.0922152482611	2.13201154181
chr12	POLE	0.103581278798	2.14887457568
chr3	PPARG	0.150879191832	2.22049172029
chr19	PPP2R1A	0.0824425618456	2.11761829176
chr6	PRDM1	-0.185630213854	1.75852980378
chr8	PREX2	-0.384088054083	1.53252642046
chr17	PRKAR1A	-0.270360749801	1.65822439628
chr9	PTCH1	0.0178353220154	2.02487846957
chr10	PTEN	-0.126497238351	1.83210572813
chr12	PTPN11	0.118942004367	2.17187640252
chr8	RAD21	-0.292230183887	1.63327736988
chr5	RAD50	-0.406487403307	1.50891610682
chr15	RAD51	0.272972431525	2.4165895077
chr14	RAD51B	-0.000541773343899	1.99924908367
chr17	RAD51D	0.127895134356	2.18539662179
chr12	RAD52	0.0288346178045	2.04037540828
chr1	RAD54L	0.152997874618	2.22375503899
chr3	RAF1	-0.014646684793	1.97979810491
chr13	RB1	-0.767692443999	1.17471237156
chr10	RET	-0.145757559548	1.80780922474
chr5	RICTOR	-0.649814222956	1.27472476412
chr17	RNF43	-0.0487121521704	1.93359794887
chr6	ROS1	-0.202441541253	1.73815707045
chr17	RPTOR	-0.00228059963802	1.99684091517
chr5	SDHA	-0.2932481493	1.63212533609
chr1	SDHB	0.162230187258	2.23803125964
chr1	SDHC	0.309505722238	2.47856607972
chr11	SDHD	0.0180922137304	2.02523905916
chr3	SETD2	-0.227427472381	1.70831323139
chr2	SF3B1	-0.488568412683	1.42546398296
chr4	SLC34A2_fus	0.151275184748	2.22110128756
chr18	SMAD2	-0.863261516995	1.09941684022
chr15	SMAD3	0.0392897408964	2.0552155926
chr18	SMAD4	-0.269457645884	1.65926274307
chr19	SMARCA4	0.0376874785865	2.05293432978
chr22	SMARCB1	0.0802639796493	2.11442293597
chr7	SMO	0.0750108499706	2.10673791584
chr1	SPEN	-0.161025637724	1.78877801542
chr17	SPOP	-0.00616180269229	1.99147614348
chr17	STAT3	0.170989644369	2.25166100985
chr10	SUFU	0.0898536047091	2.12852436517
chr9	SYK	0.0941328929759	2.13484731718
chr12	TBX3	0.415602605402	2.66771140918
chr4	TET2	-0.141639606932	1.81297671142
chr21	TMPRSS2	0.107794051291	2.15515861327
chr6	TNFAIP3	0.142137942734	2.20707849896
chr20	TOP1	0.0645364394337	2.09149774055
chr17	TP53	0.163007044793	2.23923671165
chr9	TSC1	0.0747053628656	2.10629186653
chr16	TSC2	0.0386381597006	2.05428758118
chr14	TSHR	0.256146034878	2.38856814153
chr21	U2AF1	-0.00709107601964	1.99019380056
chr4	WHSC1	0.0342184153043	2.04800383278
chr11	WT1	0.0589508667661	2.08341590282
chr2	XPO1	-0.284241345545	1.64234663366
