gene	GCS	log2_ratio	exons
EPHA3	-1.97417550947	-0.114718849588	18
EPHA5	-2.88328371488	-0.17428162596	19
EPHA7	-9.67997239717	-0.179250426813	18
EPHB1	0.986769890911	-0.0215700789862	16
ERBB2	-0.902881959992	-0.0493393428518	28
ERBB3	5.34002490941	0.0964346026516	28
ERBB4	-11.8080452041	-0.168985592409	29
ERCC4	0.420005839641	0.0722396565204	13
ERG	3.17334546089	0.0350312757919	11
ERI1	3.3771172295	1.3617365257	1
ERRFI1	3.89000569204	0.134695178947	4
ESR1	2.12562092593	0.101539885528	8
ETV1	0.0680169045138	-0.0276651050176	14
ETV6	1.327656652	-0.0150470696609	41
EWSR1_fus	21.6624424975	0.396752681952	23
EXOSC8	1.53304625834	0.374439358731	1
EZH2	2.83301869143	0.12999605818	20
EZR_fus	-0.410515285872	-0.105521506418	1
F13A1	-1.58707035812	-0.4080187955	1
FAM149A	6.03590316415	1.17951145949	2
FAM153B	3.80530817612	1.31248177375	1
FAM46C	-3.56547778964	-0.200043525379	1
FANCA	4.67862739019	-0.00570513086231	43
FANCC	-1.4488911906	-0.0281812839005	16
FANCD2	7.63824892701	1.75439046301	1
FANCG	3.60996216249	0.0669208866845	14
FANCI	0.243179316633	-0.0155576369924	2
FAS	3.28908597682	0.0354125812667	9
FAT1	7.36486210414	0.0839873871144	28
FBXW7	-2.66849270401	-0.259924724636	16
FGF19	1.4053730118	0.0528184237436	3
FGF3	-0.241153864162	-0.0750222785718	3
FGF4	1.12790792108	0.0627524042477	3
FGFR1	1.55746806901	0.0601069051465	20
FGFR2	4.86666431263	0.0562736715941	19
FGFR2_fus	7.09655796435	0.453660748671	1
FGFR3	0.0395246515523	-0.0322285102758	18
FGFR4	3.85767686177	0.102214299859	18
FH	1.5157221808	-0.0673248082453	10
FLCN	-1.3366576465	-0.00988502824754	11
FLOT1	1.4992837146	1.29763079688	1
FLT1	19.615982996	0.218643461698	39
FLT3	9.7200395396	0.178804996102	24
FLT4	3.87188369172	0.0265608319735	32
FMO1	0.0639811547239	-0.0266166210558	1
FOLH1	5.41893217603	0.730487019412	2
FOXL2	-2.07067472144	-0.249065627641	1
FOXP1	6.91365554471	0.0337281034916	20
FRAS1	-1.18290314453	-0.408017142484	2
FUBP1	-5.18845701884	-0.126032366147	23
FUS_fus	7.52049724404	0.183631926447	6
GABRP	-5.37667528273	-0.655738581677	2
GANC	7.36872687629	1.2801550167	1
GATA2	1.28870041318	-0.0149176905987	6
GATA3	-1.49399458697	-0.0935926413606	5
GLI1	-0.182441106368	-0.00731747196286	11
GMEB1	1.41161663872	0.235800539796	2
GNA11	1.77051740586	0.0449886516496	7
GNA13	-1.1435645468	-0.197850423595	5
GNAQ	-4.87113490331	-0.135386429634	7
GNAS	0.162729044798	-0.00748128170413	22
GPM6A	1.19324495713	0.311253690516	1
GRIN2A	0.601780067191	-0.102401589376	13
GSK3B	-8.76016112523	-0.309470301026	12
GSTM1	0.861542007099	4.22201018655	1
H3F3A	2.19517201507	0.124912990362	4
HAUS2	2.98561211717	0.6707749303	1
HCAR2	-0.598987080264	-0.173120655432	2
HEY1_fus	3.74134414116	0.199741357904	1
HGF	-7.41454598432	-0.14578757218	21
HLA-A	1.34244196883	0.813305744239	4
HLA-B	-2.67705618671	-1.60689482149	14
HLA-C	-1.16036071678	-0.495388978271	14
HNF1A	-1.72889745524	-0.128722802001	10
HNRNPH1	-0.613619101167	-0.124180175582	2
HRAS	2.18046560758	0.0792643627432	5
HSPA1B	0.75645149768	0.349831653552	1
HSPA4	1.48749891433	0.304898824412	2
HYOU1	-1.8625414731	-0.55058184186	1
IARS	0.920998634591	0.242659583888	1
ID2	7.14894047354	0.894408105077	2
ID3	1.90601428344	0.10116520643	2
IDH1	1.23485356169	0.0354170800504	8
IDH2	0.120538376839	-0.0757888037919	12
IGF1R	1.61027728539	0.00845960784263	22
IGF2	-1.384403523	-0.0640578217292	7
IKBKE	0.649136232708	0.0530168534631	20
IKZF1	0.807290421772	0.0275764461749	2
IL7R	9.94596283726	0.44234116213	8
IL8	-9.11259031275	-0.261524498065	8
INHBA	0.723499532455	-0.0323084831333	3
INPP4B	-2.9474305282	-0.0880626851822	26
IPO7	1.18188027991	0.493236392736	1
IRF4	2.43481920425	-0.0371051090297	9
IRF6	2.94033519469	0.377596632161	2
IRF8	1.32569451859	0.207342229761	1
IRS2	0.334684285902	0.0333993811923	5
ITGAL	3.2461663868	0.889141085822	1
JAK1	10.4700837059	0.0934908605443	24
JAK2	-18.3154123654	-0.317646425944	24
JAK3	0.83411371971	-0.0017541332403	24
JUN	0.89910577058	0.0785395012007	3
KCNJ2	0.0884961897229	0.0105122619269	1
KDM5A	-1.51814350354	-0.0824577812232	28
KDR	4.58565030085	0.031524715548	30
KEAP1	-0.937589667162	-0.0325857593919	5
KIAA1432	5.30792953373	0.841895732362	2
KIF5B_fus	10.7633662455	0.712111538896	1
KIR3DX1	4.05398797096	1.04406488171	1
KIT	7.94493987214	0.158868378393	20
KMT2A	0.799610328845	-0.0119669452241	38
KMT2C	-7.04767805331	-0.0497941207594	63
KMT2D	5.56651556636	0.0611626476167	59
KPNA4	-3.88952052879	-1.20865614586	1
KPNB1	4.48744218816	0.596401638214	2
KRAS	-3.42347531907	-0.133018094067	6
LAMA3	6.2803674147	2.03023514091	1
LEPR	3.54245135623	0.972127779906	1
LMO1	1.14818301778	-0.0033250056595	6
LOC100131626	3.23533658601	0.448492710137	2
LRRC34	-5.59334118571	-0.881503475196	2
LYN	0.821739887011	-0.0322328735147	12
MAGOHB	0.185640518582	0.0134025972105	1
MALT1	0.614159713977	0.0362407547562	2
MAP2K1	6.98200278653	0.115980496969	12
MAP2K2	0.26104196596	-0.00316323129783	11
MAP2K4	-2.2098721507	-0.154387993858	13
MAP3K1	-4.94099767915	-0.176929892461	23
MAP3K4	-6.80062788328	-1.21009982149	2
MAP4K5	0.720962968028	0.177744447937	1
MAPK1	1.29033356355	0.0973727924486	1
MAPKAP1	-3.19060778316	-1.13479573227	1
MARK2	-1.30722060966	-0.319137855362	1
MCL1	0.129331872504	-0.00412476279868	3
MDM2	-8.57991855482	-0.272818419294	12
MDM4	8.35013635246	0.189969585097	11
MED19	0.595160425541	0.0966713276602	1
MEF2B	1.01291889294	0.00351241322412	8
MEIS1	3.98764849542	0.654555250246	2
MEN1	1.24984863602	0.0295971314414	8
MET	24.8388814788	0.17476305106	69
MIR1273H	5.02342447514	1.26145224109	1
MITF	-2.9967574875	-0.0555809523551	14
MLH1	5.20872264285	0.233996138431	21
MMP16	-2.09847586993	-0.361584740823	2
MONO-27	-0.617645699139	-0.204226043484	1
MOV10L1	-0.768898717906	-0.242194871984	1
MPL	0.619380134745	-0.00311727375405	13
MRE11A	-2.10409848828	-0.118704955677	19
MRPL19	-4.62562958394	-0.581567936686	2
MSH2	7.23682198714	-0.0195201408085	21
MSH3	-7.00373852615	-0.129313677072	24
MSH6	1.88841222698	-0.0929611324132	12
MTF1	1.23005464593	0.373035512493	1
MTOR	6.48308096671	0.0430873704446	57
MTRR	-2.30352673952	-0.584232208662	2
MUTYH	1.60690949369	0.0340420318344	14
MYADM	0.852510709867	0.331580677639	1
MYC	-1.38777027243	-0.0206578942064	3
MYCL	-2.5641556841	-0.0804528031061	3
MYCN	-3.60997965161	-0.23889495663	2
MYD88	1.22957579541	0.00718141844105	5
MYO10	0.656519656823	0.114788194886	1
NAB1	5.7304434906	1.0811034251	1
NAB2_fus	-0.561436775665	-0.11513057227	2
NBN	-1.37501259116	0.0615689573707	17
NCOA6	-1.50386880316	-0.207712198303	2
NDUFS1	-1.0962578774	-0.441760928005	1
NEO1	4.09426527423	0.757438156761	2
NF1	-12.0879569838	-0.185979185932	67
NF2	1.29696734238	-0.0558791861488	17
NFE2L2	1.37016494181	-0.102568317264	7
NFKBIA	1.74281010033	0.019483550317	6
NFXL1	-1.92463103828	-0.346641066558	2
NKX2-1	0.743119335996	0.0479380435975	5
NOTCH1	4.48415726497	0.0323134574175	35
NOTCH2	5.09052555068	0.0281567807965	38
NOTCH3	0.553481812259	-0.0281282093129	33
NPM1	-3.7480743237	-0.0584967291947	15
NR-21	-0.986326832649	-0.239490755261	2
NR-24	1.60597163161	0.439842252514	1
NR4A3_fus	1.05595314152	-0.106191289103	3
NRAS	2.0677119249	0.184703428299	4
NSD1	-0.549898540541	-0.0600276911994	23
NT5C2	-4.52346028439	-0.0316474608094	22
NTRK1	3.76456194636	0.0755968803565	18
NTRK1_fus	0.27549361543	0.00318379890434	1
NTRK2	19.5497289413	0.0947268574378	108
NTRK3	1.52674096329	-0.0505768607307	159
NUP85	4.10519845179	1.14393204552	1
NUP93	10.085360226	0.134098207002	26
PALB2	3.14313633529	-0.0334176535989	14
PAPOLG	2.12204580103	0.24744931537	2
PAQR8	-1.78305616222	-0.483006182722	1
PARK2	5.83471110479	0.0686784771358	14
PARP1	7.08152388019	0.123055257485	24
PAX5	2.76042487381	0.0137696683829	12
PBRM1	0.892615887377	-0.0824723970949	32
PDCD1	-2.14562413391	-0.0952958594037	5
PDCD1LG2	9.15843146594	0.378379461746	6
PDE6C	2.31864710192	0.725473358559	1
PDGFB_fus	-4.23474657383	-0.187758944142	7
PDGFRA	9.68227659143	0.100541914357	24
PDGFRB	3.45400821429	0.047358968228	22
PDPN	-2.02434917911	-0.572765927401	1
PIGF	6.96871121241	0.0911798303875	63
PIK3C2G	-7.16425739209	-0.0948572168367	32
PIK3CA	-14.1484696493	-0.295176882229	20
PIK3CB	-6.26385708631	-0.114183635908	22
PIK3CG	3.52258703858	0.0463810589422	11
PIK3R1	1.81525652721	0.110947491627	19
PIK3R2	-2.04232969353	-0.0710312937904	15
PLCG2	5.6277596453	0.058442965699	33
PLEKHA1	3.34574263929	0.576558160275	2
PLEKHH2	-6.70929132755	-0.872605112606	2
PMS2	-2.58476115481	-0.0051575728163	15
PNO1	0.562077635742	0.145415927689	1
POLD1	-3.23211688996	-0.0662591105401	26
POLE	5.33840786804	0.0420255110591	49
PPARG	3.66761742421	0.0681818840453	7
PPHLN1_fus	-16.271141782	-1.49708971352	2
PPP2R1A	1.45819926945	0.00554782886346	15
PRDM1	-3.63846553828	-0.0339801912141	8
PREX2	-5.84020814761	-0.00119726088184	41
PRKAR1A	3.23590548365	0.0941466235371	14
PRKCI	-1.16508648832	-0.171200000796	18
PRPF39	6.28958854477	0.768584423115	2
PTCH1	4.20227385891	0.0313277796034	29
PTEN	-1.990161421	-0.0175802009207	40
PTPN11	9.95702505869	0.262056430661	21
PTPRJ	0.226623007808	0.015835255276	1
PURA	-6.86789532445	-0.858137499112	2
RABGAP1L	6.41978099198	1.49980179422	1
RAC1	3.09527325049	0.114699222977	10
RAD21	-3.66952698748	-0.281986959966	13
RAD50	-7.9992253814	-0.245113390328	26
RAD51	3.64422079013	0.133362186338	9
RAD51B	0.333552249458	-0.0332784592087	19
RAD51C	1.48185521013	0.0334732929698	9
RAD51D	2.71758465112	0.0966794655764	11
RAD52	3.27587433249	0.10441322573	11
RAD54L	6.25164242361	0.137502275199	19
RAF1	3.05200734916	-0.0257125399095	16
RARA	-0.757289111571	-0.0766980999821	10
RB1	-17.9540725329	-0.416675303813	27
RBM27	-0.378319370269	-0.20806856228	1
REL	2.46642684267	0.679098924583	1
RET	-1.42117970506	-0.03755638705	18
RHOT1	-6.93506514884	-1.10100812663	2
RICTOR	-24.9655239979	-0.310461450848	39
RIPK2	-7.52272263567	-1.36457644725	2
RNF19A	-4.90256483997	-1.17283137503	2
RNF43	-1.88001027482	-0.11421804093	10
ROS1	-0.924515119491	-0.0441028430902	57
RPTOR	4.62540446649	0.0419539003699	37
RRP1B	2.30669128272	0.479116436429	1
RUNX1	-0.708799338057	-0.126587632337	13
RYR2	0.358980823215	0.049026363055	2
SASH1	1.53129838619	0.345118388052	1
SDHA	0.117813531537	-0.0586153171802	15
SDHB	4.93743823309	0.162679534671	8
SDHC	8.84860294932	0.194520831698	7
SDHD	4.71282948089	0.261698333164	6
SEL1L3	4.11564631156	1.46256213491	1
SETD2	-2.23680137154	-0.0572854877758	22
SF3B1	-6.52133594254	-0.134288188801	27
SHROOM3	-1.1671589781	-0.227519369137	2
SIPA1L2	0.781610014801	0.0721207596675	2
SLC34A2_fus	3.88905666803	0.0851681893786	19
SMAD2	-9.38114428563	-0.409964814221	10
SMAD3	-0.668758247284	0.00351227359845	12
SMAD4	-3.40983393533	-0.09255618775	12
SMARCA4	3.18510244412	0.0505710288997	38
SMARCB1	0.811722000439	0.000325579293092	9
SMO	1.67496653351	0.0301911400403	14
SNX6	-0.473882900319	-0.227002181688	1
SOCS1	-0.813995549503	-0.131804188444	1
SOX2	-1.56755790138	-0.195727266244	2
SOX9	-2.18932165576	-0.227301473656	3
SPC24	-3.39579207504	-0.708006973436	2
SPEN	-7.28608420954	-0.193817578742	17
SPOP	4.02751288204	-0.0450326508871	9
SRC	0.283460056478	-0.0149168859543	12
SS18_fus	-2.23180714803	-0.271561812507	1
STAT3	5.18402377064	0.0518370874532	24
STK11	1.25674440902	0.0131685715655	11
STMN1	-1.88102933203	-0.305235998935	2
STRBP	5.13927683553	1.43009412539	1
SUCLG1	1.73406967467	0.340138936034	2
SUFU	1.45695163386	0.0204990931079	14
SUGCT	3.35179049019	0.85490144489	1
SYK	3.31103361086	-0.00747911393922	13
TAF15	-0.916596530872	-0.26222039137	1
TAGAP	0.540007928934	0.0741121064056	2
TBX3	5.59877785096	0.0669625004545	8
TECPR2	5.25085201656	1.04488725889	1
TERT	0.696825140291	-0.0055878686224	17
TET2	-2.44377545543	-0.0865536028933	22
TGFBR2	1.31918232163	-0.063945409219	8
TMEM67	-2.27916233487	-0.774313977369	1
TMPRSS15	-1.51588628885	-0.234014605091	2
TMPRSS2	6.57670451072	0.0694801997957	15
TNFAIP3	1.45518869431	0.0263766474551	8
TNFRSF14	0.770928280324	0.0733392352824	8
TNFSF13B	-2.21488123616	-0.745578829687	1
TNKS	1.49308045446	0.236293204968	2
TNRC18	-1.71463290054	-0.748447236291	1
TOP1	0.820720223349	0.026902931278	22
TOP2B	1.51574445654	0.520259415745	1
TP53	3.40126368338	0.0150429164795	10
TPH1	2.26111464156	0.455929213727	2
TRA2A	0.0596708374824	-0.0618084180968	2
TRIM24	-0.255552859829	-0.107110381399	1
TSC1	3.1615210808	0.0328010312848	22
TSC2	3.75478967245	0.05240906828	42
TSHR	1.90295229755	0.0771923763283	13
TSN	0.783992082698	0.160528102622	1
TXNRD1	-0.351633854532	-0.1967252067	1
U2AF1	3.23465647874	0.0200179950488	10
UBE2E3	-0.510682088844	-0.229749273805	1
UBE3C	1.434906507	0.258949429817	2
ULK4	1.21228008347	0.323256434691	1
UPF2	2.72337032029	0.775210068072	1
VEGFA	0.589479258457	0.0281868328739	10
VHL	0.646988441854	-0.0247887227676	3
VSIG10	0.546230836	0.22523708988	1
WHSC1	-0.42645389862	-0.0626881110289	25
WHSC1L1	0.618972903502	-0.0227715202075	27
WT1	-1.5426994287	-0.0783014771802	11
XPO1	6.07652138344	0.0548933832601	27
ZBBX	7.72678005444	1.53777079817	1
ZDHHC17	-1.32633986499	-0.525154634802	1
ZNF805	1.17023910339	0.248382599588	1
ZZZ3	-6.76053965448	-1.37210351845	2
rs1045642	1.53980137223	0.20033875309	1
rs1052555	2.48762430596	0.267254871114	1
rs10981694	2.28060346486	0.247142621113	2
rs11045585	-3.60986987899	-0.810713235146	1
rs1130214	-0.78355107272	-0.202024745811	1
rs1138272	-0.59543387753	-0.21091178236	1
rs11572080	-1.70855059258	-0.319219007273	1
rs11598702	0.737586672341	0.0930339659343	1
rs11615	0.157078938424	-0.0025149158607	1
rs12613732	0.952236948579	0.131347858315	1
rs12762549	2.43301036297	0.430880768667	1
rs13181	2.42566598737	0.325729222497	1
rs151264360	-0.144084258584	-0.0460495804652	2
rs1517114	1.79656813528	0.383221935749	1
rs1570360	-0.0616691684554	0.0271023258225	1
rs1650723	5.54720587254	0.56895742063	1
rs1695	-3.63910934351	-0.516496053038	1
rs1799793	0.327696265265	0.0483267937905	1
rs1801019	0.216277051252	-0.0109336644479	1
rs1801131	0.563791455305	0.0563259403216	1
rs1801133	0.191469133066	-0.0102622206105	1
rs1801265	-2.22348923795	-0.297201783647	1
rs1805087	0.327261173432	0.00913824325459	1
rs183484	-5.48736053189	-1.10414597568	1
rs1934951	-0.140324790365	-0.050136059995	1
rs2032582	2.69150562226	0.418577029973	1
rs2072671	0.332563795703	0.0125990829842	1
rs2075252	4.23627571137	0.500554766558	1
rs2228001	0.0369167469329	0.00676607300177	1
rs2273618	2.40911728698	0.361326401313	1
rs2291075	-8.41277771078	-1.42010011411	1
rs2291767	1.08612412591	0.103145385723	1
rs2297595	-2.2780279534	-0.332620893044	1
rs2494752	0.565894855291	0.0684874670025	1
rs2501873	0.575710237138	0.109568695554	1
rs25487	-1.22580166318	-0.154494034262	1
rs2784917	-1.83275049639	-0.325053325581	1
rs28738963	-3.39012544937	-1.0525593336	1
rs316019	0.00423073377909	-0.0313414116922	1
rs3212986	-2.18487139603	-0.336248042405	2
rs3745274	0.570072732681	0.0356467315704	1
rs3892097	-2.08318429198	-1.05810316105	1
rs3918290	3.6378919791	0.382636471647	1
rs3957357	2.34540222622	0.643039841836	1
rs4148323	1.83329312977	0.198894563761	1
rs4244285	-3.15453164165	-0.562207029449	1
rs430397	4.13729074315	0.573107792367	1
rs442767	0.810945582962	0.119801299581	1
rs4646	2.81138213153	0.390410276276	1
rs4673	1.80306957509	0.212280146332	1
rs4673993	2.28790383741	0.242897030973	1
rs4728709	-5.08503745831	-1.00187555605	1
rs4880	-0.217853185007	-0.0374261711373	1
rs50872	0.185198956395	-0.157308540204	1
rs55886062	-0.721366506972	-0.126332473678	1
rs60369023	2.71838751978	0.281834274275	1
rs67376798	0.280771055356	0.00541452511156	1
rs699947	0.215225285604	0.149313765929	1
rs716274	2.88036580127	0.36688229674	1
rs7779029	1.41978291352	0.199389784266	1
rs7851395	3.41370710134	0.696446401385	1
rs8133052	0.17469505378	0.000395962964083	1
rs873478	1.82066228336	0.210044204752	2
rs9679162	4.60980927848	0.554286361489	1
rs9937	4.53218014596	0.957953166553	1
