gene	mean_log2ND	std_log2ND	median_log2ND	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND	R-RZ	R-CopyRatio
SPEN	-0.56829039	0.32271982	-0.63656269	-0.71444483	-0.45288336	-0.13356154
SPEN	0.075945816	0.048535077	0.077180431	0.0050580209	-1.4605477	-0.12780182
SPEN	-0.55684713	0.10149132	-0.55890555	-0.32170366	2.3168826	0.18152248
SPEN	0.12360478	0.06290616	0.10812288	-0.25767044	-6.0610157	-0.42147273
SPEN	0.069496729	0.062148555	0.08034535	-1.177086	-20.058112	-1.3131107
SPEN	0.43589079	0.047579747	0.43627647	0.062521769	-7.8472259	-0.42943411
SPEN	0.040083307	0.12092375	0.029594555	0.65120804	5.0538024	0.56593408
SPEN	-0.32171165	0.1084162	-0.28314197	-1.0332523	-6.5630475	-0.80578976
SPEN	0.49037404	0.61268168	0.3833944	0.41487745	-0.12322318	-0.024196352
SPEN	1.5363899	0.61075701	1.4235275	1.3401463	-0.32131212	-0.13906064
SPEN	0.011087644	0.17062246	-0.015644403	0.0097922018	-0.0075924485	-0.030242801
SPEN	0.35612419	0.33087742	0.29899117	0.19713079	-0.48052056	-0.15753979
SPEN	-0.36978227	0.06977536	-0.37988403	-0.18734159	2.6146864	0.13686304
SPEN	-0.32192209	0.048517883	-0.33352652	-0.10009482	4.5720722	0.17775229
SPEN	0.36513263	0.051266136	0.35910865	0.35815865	-0.13603481	-0.056629405
SDHB	-0.19759707	0.19034068	-0.14851056	-1.3330098	-5.9651607	-1.2401787
SDHB	-0.38329149	0.034575843	-0.38407504	-0.15731848	6.5355747	0.17107715
SDHB	-0.86756556	0.10205248	-0.85405508	-0.93475487	-0.65837998	-0.1363792
SDHB	-0.388287	0.13304263	-0.3570831	0.5092121	6.7459513	0.81061579
SDHB	-0.24326185	0.06980193	-0.24652246	0.26923084	7.3420992	0.4600739
SDHB	-0.22518779	0.10091809	-0.21377317	0.51049885	7.2899382	0.66859261
SDHB	-0.25557826	0.07369291	-0.24718178	-0.0666541	2.5636681	0.12484827
SDHB	-1.2112512	0.11595016	-1.1933244	-0.67680824	4.6092473	0.46083675
rs2072671	-0.20171114	0.099322325	-0.20222695	-0.19093394	0.10850733	-0.044386396
rs60369023	-0.5300361	0.081365615	-0.53170695	-0.3830511	1.8064756	0.092976444
EIF4G3	-0.56189184	0.30191285	-0.46362369	-1.5073774	-3.1316506	-1.0994331
EIF4G3	0.48002	0.32023453	0.50572411	1.1836937	2.1973699	0.62229021
ID3	0.23229094	0.12865097	0.25001911	0.35582833	0.96025232	0.050129817
ID3	-0.060846749	0.20554973	-0.10472796	-0.026048996	0.16929116	0.022999558
STMN1	0.31971242	0.3041241	0.37012755	0.23367105	-0.28291534	-0.19213591
STMN1	0.34564481	0.34332796	0.44597844	-0.42785625	-2.252951	-0.92951409
ARID1A	-1.3962652	0.29990594	-1.3865368	-1.0441554	1.1740674	0.28670197
ARID1A	-0.90980978	0.51528941	-1.0125923	-1.3604806	-0.87459747	-0.4035677
ARID1A	-0.36196917	0.14103824	-0.36727828	-0.22805648	0.94947785	0.083542389
ARID1A	0.2542594	0.31245927	0.20207072	0.17876403	-0.24161667	-0.078986095
ARID1A	-0.39023176	0.095109203	-0.3717488	-0.3390521	0.53811475	-0.022982701
ARID1A	0.15230307	0.10677109	0.13664926	0.030285959	-1.1427917	-0.16204271
ARID1A	-0.86395705	0.087967139	-0.85154611	-0.78535149	0.89357872	0.010515217
ARID1A	0.04057965	0.057853238	0.037046315	-0.3172974	-6.1859468	-0.41002312
ARID1A	-0.50762447	0.19001255	-0.53243376	-0.60268983	-0.50031097	-0.12593548
ARID1A	0.0051485754	0.07668324	0.0031909501	0.074451651	0.90375779	0.015581295
ARID1A	0.32332931	0.079027347	0.31430074	0.7949959	5.9683972	0.42501576
ARID1A	-0.11436939	0.071898315	-0.12063822	0.17595097	4.0379299	0.24090978
ARID1A	-0.44714202	0.074336993	-0.4687047	-0.39116909	0.75296198	0.021856204
ARID1A	0.48729299	0.045730663	0.49229191	0.5592157	1.5727458	0.01124438
ARID1A	-0.35579191	0.081502173	-0.37817594	0.017228156	4.5768113	0.33972469
ARID1A	0.24894271	0.055280815	0.23966083	0.35241583	1.8717727	0.057075593
ARID1A	0.67587022	0.065394829	0.69953814	0.82716045	2.3134892	0.071942906
ARID1A	0.23745056	0.067617774	0.25092732	0.20764419	-0.44080667	-0.098962532
ARID1A	-0.50510998	0.48167162	-0.59787109	-0.82413296	-0.66232464	-0.28194128
ARID1A	-0.42691041	0.061364016	-0.41859049	-0.25224825	2.8463287	0.11066283
ARID1A	0.22329224	0.058033246	0.23278917	0.2839072	1.0444868	-0.0045613757
ARID1A	-0.031706731	0.59278903	-0.12506241	-0.17629279	-0.24390812	-0.10690979
GMEB1	-0.58906001	0.29408071	-0.52287568	-0.051136262	1.8291705	0.41606001
GMEB1	0.41096263	0.33701619	0.44412604	2.3701582	5.8133573	1.8703527
CSF3R	0.10244854	0.45352714	0.02656315	-0.3762273	-1.0554514	-0.45846985
CSF3R	-0.66506002	0.11677972	-0.64635782	-1.0137671	-2.9860239	-0.42308864
CSF3R	-0.6973585	0.11674892	-0.67692257	-0.5841412	0.96975033	0.037101967
CSF3R	0.30872658	0.042886321	0.31182124	-0.080699315	-9.0804221	-0.44819996
CSF3R	0.21489482	0.041909223	0.20729181	-0.53408082	-17.87138	-0.79705203
CSF3R	-0.5471401	0.097432071	-0.52136251	-0.76395885	-2.2253325	-0.29827575
CSF3R	-0.028076526	0.072440776	-0.038386846	-0.23944258	-2.9177774	-0.25673514
CSF3R	-0.044006399	0.086460946	-0.046982034	-0.22272763	-2.0670747	-0.231425
CSF3R	0.28643364	0.086122198	0.29066924	0.021853302	-3.0721503	-0.32449534
CSF3R	-0.082272238	0.053156938	-0.097161122	-0.48499772	-7.5761602	-0.443516
CSF3R	-0.33043079	0.038596017	-0.33663248	-1.2614195	-24.121367	-0.98046643
CSF3R	-0.13830742	0.075016348	-0.15166034	-0.10557412	0.43634884	-0.0095931896
CSF3R	0.68489783	0.046960169	0.69304973	-0.11270187	-16.9846	-0.861431
CSF3R	-0.13483811	0.19895341	-0.16607926	-0.27873593	-0.72327395	-0.16833607
CSF3R	-0.075132279	0.12913574	-0.073922477	0.33613528	3.1847694	0.35437835
CSF3R	-0.35424372	0.065312604	-0.33499882	-0.45273983	-1.508072	-0.17342042
MTF1	-0.70025244	0.35015645	-0.64170804	0	1.9998273	0.58602863
MYCL	-0.067066281	0.42225416	-0.13623475	-0.21149275	-0.34203683	-0.13093741
MYCL	-0.35889063	0.31818422	-0.42507614	-0.31919261	0.12476425	0.05020412
MYCL	0.49354447	0.60422713	0.39070094	0.21368815	-0.46316411	-0.2326922
MPL	-0.12765893	0.079237544	-0.10527593	-0.10781478	0.25043867	-0.058218261
MPL	-0.28846093	0.04643714	-0.29304199	-0.074222862	4.6135069	0.16313972
MPL	0.19383741	0.080821542	0.18032849	0.1686455	-0.31169795	-0.067362395
MPL	-0.47181084	0.20173983	-0.50675082	-0.5910963	-0.59128362	-0.14002488
MPL	-0.044610841	0.21869242	0	0.071194628	0.52953582	0.015515222
MPL	-0.038262823	0.10220576	-0.029112802	0.067966342	1.0393657	0.041399738
MPL	-0.17570055	0.039456496	-0.17207223	0.025698091	5.1043215	0.14209092
MPL	-0.067834232	0.095186833	-0.084381518	0.008348997	0.8003547	0.037051109
MPL	-0.28051464	0.047559775	-0.28392825	-0.23341637	0.99029639	-0.0051675227
MPL	-0.26934777	0.045913886	-0.27613262	-0.0030248607	5.8004872	0.21742835
MPL	0.011109429	0.072574038	0.012758101	0.30417035	4.0380959	0.23573285
MPL	-0.00037046356	0.20140125	0.022116172	0.15812241	0.7869508	0.080326834
MPL	0.0051329104	0.1660077	-0.024757499	-0.075200639	-0.4839146	-0.10612255
MUTYH	0.20023317	0.069976698	0.21245365	0.3946994	2.7790141	0.12656634
MUTYH	-0.57769103	0.086837468	-0.57033179	-0.80670394	-2.6372592	-0.29205156
MUTYH	-0.031759584	0.057128094	-0.030848649	0.24392929	4.825802	0.21909853
MUTYH	0.016048704	0.065097731	0.028962569	0.12759895	1.7135811	0.042956973
MUTYH	0.18044786	0.062427323	0.17759808	-0.088219585	-4.3036836	-0.32149707
MUTYH	-0.16117712	0.19694326	-0.19467321	-0.10212217	0.29985771	0.036871639
MUTYH	0.1747743	0.078747938	0.1829117	0.39643563	2.8148207	0.15784452
MUTYH	-0.19943814	0.26816562	-0.25213531	-0.28305828	-0.31182276	-0.086602379
MUTYH	0.16396571	0.11331582	0.1831233	0.33723454	1.5290789	0.098431835
MUTYH	0.76255311	0.10701047	0.78358169	1.0336189	2.5330775	0.19435783
MUTYH	0.15272996	0.11551966	0.14054373	0.26074475	0.93503385	0.064521617
MUTYH	-0.022854853	0.04340019	-0.016454871	0.069395761	2.1255809	0.030171226
MUTYH	-0.13794771	0.10557476	-0.16661039	-0.1996437	-0.58438204	-0.088712719
MUTYH	0.13250196	0.10884014	0.14649704	0.3833558	2.3047916	0.18117935
RAD54L	0.16233184	0.082469171	0.18131026	0.30127492	1.6847881	0.064285251
RAD54L	-0.044531065	0.10461665	-0.013346032	-0.021188016	0.22312939	-0.06352139
RAD54L	-0.85865396	0.07584364	-0.85378416	-0.82773106	0.40771912	-0.029626304
RAD54L	0.43066646	0.10594586	0.44860207	1.0522562	5.8670511	0.54797476
RAD54L	-0.15768733	0.037058943	-0.14722018	-0.2659218	-2.9206034	-0.17438103
RAD54L	0.41345288	0.13886608	0.4011826	0.63341889	1.5840154	0.17655688
RAD54L	-0.17266218	0.18755629	-0.20685201	-0.088915961	0.44651245	0.062256643
RAD54L	0.11041062	0.075672504	0.13478189	0.31526873	2.7071671	0.12480743
RAD54L	-0.23237611	0.053421526	-0.23097263	-0.13546415	1.8140994	0.039829073
RAD54L	-0.47038344	0.091071933	-0.47581802	-0.39342775	0.84499893	0.02671086
RAD54L	0.37907576	0.10967009	0.39171392	0.96488768	5.3415833	0.51749436
RAD54L	0.81284213	0.30114501	0.85701565	1.1744519	1.200783	0.26175688
RAD54L	0.36181819	0.25558436	0.39571652	0.77431926	1.6139527	0.32292333
RAD54L	0.54844287	0.08729744	0.5720604	0.5941127	0.523152	-0.033627106
RAD54L	0.16828756	0.050788071	0.16640232	0.40569396	4.674452	0.18361223
RAD54L	0.061087739	0.11144481	0.089412197	0.29644431	2.1118666	0.15135271
RAD54L	-0.14749899	0.07102564	-0.14322663	-0.1669028	-0.27319438	-0.079355572
RAD54L	0.14401157	0.064928227	0.13736286	0.33811519	2.9895105	0.14507292
RAD54L	0.091004661	0.091810227	0.070584091	0.12738191	0.3962222	0.0011184144
CDKN2C	-0.038830996	0.064619135	-0.030434303	-0.5293448	-7.5908445	-0.5545899
CDKN2C	-0.09762416	0.24250738	-0.14425292	-0.4722041	-1.5446126	-0.38363059
JUN	0.35662689	0.22091728	0.31500128	0.39201415	0.16018331	0.021333466
JUN	0.2240048	0.072206807	0.22333119	0.35948827	1.8763255	0.080477678
JUN	0.15114382	0.26925879	0.085098836	0.086621282	-0.2396302	-0.05415696
JAK1	0.29370108	0.098038916	0.30836707	0.07281199	-2.2530756	-0.29123449
JAK1	0.25561998	0.058389446	0.24894595	0.55530632	5.132543	0.25068096
JAK1	-0.85287829	0.056528555	-0.85373366	-0.39019295	8.1849843	0.4078613
JAK1	0.25313226	0.069328138	0.26515129	0.22524515	-0.4022481	-0.095585547
JAK1	0.77522639	0.076683451	0.76857911	1.8094244	13.486587	0.98516587
JAK1	0.24041742	0.080412605	0.22723646	0.21408882	-0.32741886	-0.06882705
JAK1	0.81749588	0.15539032	0.80786334	1.3694089	3.5517852	0.50586617
JAK1	0.2134122	0.051740349	0.20974771	0.3616342	2.8647274	0.096207081
JAK1	0.20692306	0.055494574	0.19317383	0.32360838	2.1026437	0.074755139
JAK1	0.2036544	0.064397161	0.20633312	-0.08815711	-4.5314344	-0.35016964
JAK1	-0.20302158	0.085955502	-0.19511802	0.010975218	2.489623	0.15041383
JAK1	0.6226634	0.10501498	0.63432926	0.88699852	2.5171182	0.19698985
JAK1	0.43014255	0.044605976	0.4325787	0.2363407	-4.3447509	-0.25191741
JAK1	-0.011017955	0.06061823	-0.018105102	0.095530585	1.757698	0.057956281
JAK1	0.26241919	0.066317225	0.24636876	0.22121861	-0.62126517	-0.080829558
JAK1	0.043779526	0.067757577	0.045357123	0.0025330189	-0.60873645	-0.09850351
JAK1	-0.058827	0.042681363	-0.066534685	-0.15522744	-2.2586074	-0.14437217
JAK1	0.92126467	0.05430107	0.91708783	1.6390425	13.218485	0.66627531
JAK1	0.075706612	0.23311912	0.038341673	0.54564311	2.0158643	0.45162204
JAK1	-0.33212804	0.061385164	-0.32434201	-0.4958854	-2.6677026	-0.2272228
JAK1	0.297728	0.079763455	0.28859383	0.2893964	-0.10445382	-0.054876834
JAK1	0.11497099	0.069172313	0.11266237	0.051321319	-0.92016108	-0.11702046
JAK1	-0.32233729	0.092376944	-0.336277	-0.34340631	-0.22807665	-0.06280872
JAK1	-0.29802952	0.12902927	-0.28466802	0.71855508	7.8787131	0.9475437
LEPR	-0.48625337	0.27600171	-0.46111998	0.61885063	4.0039752	1.0242912
ZZZ3	-0.25332509	0.29322383	-0.20665653	-0.82046306	-1.9341469	-0.66948593
ZZZ3	-0.15639042	0.2901674	-0.082120758	-1.3383225	-4.0732767	-1.3118812
FUBP1	-0.53241163	0.10653261	-0.51824791	-1.2064768	-6.3273134	-0.74390833
FUBP1	0.22753993	0.43551417	0.15686847	-0.24913491	-1.0945105	-0.46168278
FUBP1	0.89835385	0.066695473	0.9151633	0.53484324	-5.4503041	-0.43599947
FUBP1	-0.17480378	0.056223548	-0.17571662	-0.26155015	-1.5428833	-0.14151294
FUBP1	-0.1938951	0.18791972	-0.17059971	-0.22323512	-0.15613059	-0.10831481
FUBP1	0.095080702	0.082239811	0.07799162	0.34467626	3.0349724	0.21100523
FUBP1	0.15964792	0.12396059	0.17562516	0.24570585	0.69423619	0.014401282
FUBP1	0.36914062	0.083681518	0.35789996	0	-4.4112563	-0.41357937
FUBP1	0.60771341	0.044047308	0.60817132	0.37555311	-5.2707034	-0.28829761
FUBP1	0.210277	0.058040326	0.20574914	0.16439769	-0.79047292	-0.097030852
FUBP1	0.58484281	0.10066253	0.59445529	0.44078165	-1.43113	-0.20935305
FUBP1	0.35815392	0.093415895	0.36513459	0.91523918	5.9634954	0.49442518
FUBP1	0.50641468	0.11590389	0.51624466	-0.37888587	-7.6382298	-0.95080993
FUBP1	0.71404186	0.10198016	0.72452279	1.2214785	4.9758367	0.44127629
FUBP1	0.59075473	0.027323675	0.59013618	0.72177084	4.7949668	0.075955259
FUBP1	0.29240776	0.10550016	0.30530697	0.63542757	3.2513677	0.27444119
FUBP1	-0.10468049	0.20030924	-0.05644971	-1.5022729	-6.9771737	-1.5015026
FUBP1	0.41956796	0.12341211	0.44563445	-0.28450283	-5.7050381	-0.78581668
FUBP1	-0.15119035	0.22664399	-0.084372287	-0.34994813	-0.87696031	-0.32125525
FUBP1	0.77438016	0.12266112	0.80304521	0.518813	-2.0835222	-0.33991162
FUBP1	-0.43696476	0.11531844	-0.42471365	-0.083127515	3.0683492	0.28590673
FUBP1	0.04394147	0.13313229	0.064087943	-1.1483838	-8.9559439	-1.2681512
FUBP1	0.6084905	0.10796227	0.58169378	0.67225367	0.59060603	0.034880482
rs67376798	-0.034410188	0.088263638	-0.024460992	-0.2312863	-2.2305461	-0.26250471
rs3918290	0.52308865	0.10541917	0.52671115	0.69503786	1.6311	0.1126473
rs55886062	-0.35519353	0.096963891	-0.33405661	-0.60290393	-2.5546665	-0.32452673
rs2297595	0.34402198	0.043536639	0.33495803	0.040691359	-6.9672494	-0.34994608
rs1801265	0.36117171	0.11497975	0.38705572	0.0021151615	-3.1227807	-0.44061996
DBT	-1.7696095	0.24600402	-1.7011841	-1.4873306	1.1474565	0.15817412
COSM5045664	-12.161083	9.8311516	-20.489652	-19.442173	-0.74061416	0.99179947
COSM5045664	-11.242267	9.706221	-19.883141	-19.062821	-0.80572593	0.76464068
GSTM1	-3.6293214	2.5591364	-5.4311063	-7.5412906	-1.5286286	-2.1658637
COSM3676668	-4.4890233	3.5859764	-6.9171585	-7.6045208	-0.86880033	-0.74304169
NRAS	0.5221308	0.044212595	0.51964787	0.72558629	4.6017541	0.15025901
NRAS	0.55122069	0.044001725	0.55134759	0.87241219	7.2995207	0.2653852
NRAS	-0.11754838	0.089854649	-0.11876862	-0.40950581	-3.249219	-0.3464166
NRAS	0.42300156	0.096940531	0.44292898	0.47332347	0.51910082	-0.025284917
FAM46C	-0.093152448	0.56761234	-0.1998172	-0.28268003	-0.3339032	-0.13854223
NOTCH2	0.1904515	0.58196319	0.073277799	-0.35182626	-0.93180766	-0.48078346
NOTCH2	0.35783339	0.099621392	0.37659135	0.36758343	0.097870901	-0.064687331
NOTCH2	-0.13642672	0.072195794	-0.14797286	-0.26158864	-1.7336456	-0.16929518
NOTCH2	-0.6710623	0.19947451	-0.69048071	-0.79721224	-0.63241132	-0.16241093
NOTCH2	-0.086253578	0.079643593	-0.093759799	-0.15338107	-0.84284856	-0.11530067
NOTCH2	0.53997506	0.10953107	0.55520432	0.87577261	3.0657744	0.26488888
NOTCH2	-0.27339947	0.073572633	-0.28403827	-0.23349558	0.54237405	-0.0051367187
NOTCH2	0.32532274	0.057253666	0.33040908	0.26460141	-1.0605667	-0.12148708
NOTCH2	0.045744528	0.2332733	-0.0018491679	-0.050947876	-0.41450266	-0.10477811
NOTCH2	-0.063128745	0.34839787	-0.13591611	-0.59491607	-1.5263794	-0.51467937
NOTCH2	-0.67817777	0.10294914	-0.66759296	-0.80519916	-1.2338266	-0.1932856
NOTCH2	0.00018585495	0.097648589	-0.032462178	0.040961982	0.4175803	0.017744754
NOTCH2	1.2356786	0.29857371	1.297765	1.7278529	1.648418	0.37440848
NOTCH2	-0.23470566	0.26507282	-0.28095343	-0.25136677	-0.062854855	-0.02609275
NOTCH2	-0.48456648	0.089485798	-0.50074269	-0.48228069	0.025543655	-0.037217402
NOTCH2	-0.13462713	0.086933656	-0.13603644	-0.16692651	-0.3715406	-0.086569478
NOTCH2	-0.47331066	0.089935313	-0.47257582	-0.52520532	-0.57702211	-0.10830891
NOTCH2	-0.20306577	0.071809559	-0.1911752	-0.2612077	-0.80966834	-0.1257119
NOTCH2	0.033992835	0.24693475	0.065263866	0.23908248	0.83054186	0.11813921
NOTCH2	-0.29046794	0.066490791	-0.29660316	-0.26018911	0.45538389	-0.019265351
NOTCH2	0.19751331	0.060025284	0.19410727	0.12483897	-1.2107289	-0.12494771
NOTCH2	-0.30995197	0.072985777	-0.31437819	-0.18823939	1.6676205	0.070459391
NOTCH2	0.13891323	0.04944207	0.12642744	0.43608847	6.0105744	0.25398163
NOTCH2	0.0075633442	0.09091921	-0.0044548246	-0.50715028	-5.6612198	-0.55837486
NOTCH2	-0.26490101	0.052227402	-0.26635519	0.11473105	7.2688292	0.32540684
NOTCH2	-0.36169821	0.1312359	-0.38493584	-0.36085954	0.0063905332	-0.031603109
NOTCH2	-0.67277518	0.052156691	-0.67960365	-0.37288792	5.7497371	0.25103633
NOTCH2	0.14445944	0.051074181	0.14153378	0.37653612	4.5439138	0.17932293
NOTCH2	-0.38951018	0.10385793	-0.39131392	-0.41583541	-0.25347346	-0.080200895
NOTCH2	-0.0059371079	0.063922905	0.0022047121	-0.27972839	-4.2831483	-0.33761251
NOTCH2	0.014179229	0.13286831	-0.017272543	-0.083343265	-0.73397858	-0.12175013
NOTCH2	-0.040180611	0.075203971	-0.025749857	-0.093413855	-0.7078515	-0.1233434
NOTCH2	-0.25109187	0.38374977	-0.44809896	-0.52569911	-0.71558933	-0.13327956
NOTCH2	0.61476296	0.22885439	0.56638314	0.43725629	-0.77563147	-0.18480625
NOTCH2	0.99862677	0.15553852	1.0261615	2.0155815	6.538282	0.93374058
NOTCH2	1.2175916	0.44578455	1.1645872	1.280628	0.14140552	0.06036139
NOTCH2	0.60844393	0.22554021	0.63945768	0.84199237	1.0355069	0.14685529
NOTCH2	1.2423639	0.17385437	1.2170968	1.2790815	0.21119741	0.0063052875
MCL1	0.13648878	0.083670678	0.14224669	0.43500243	3.5677212	0.23707634
MCL1	0.22595777	0.14272491	0.20173479	0.59189833	2.5639572	0.33448413
MCL1	0.25024684	0.43693938	0.16569285	0.37526909	0.2861318	0.15389684
ASH1L	-2.9403242	0.37605435	-2.8966683	-0.56681515	6.3116117	2.2741737
NTRK1	0.25959032	0.084530824	0.26937078	0.52961947	3.1944459	0.20456928
NTRK1	0.11142462	0.053066853	0.11844126	0.20494552	1.7623223	0.030824853
NTRK1	-0.84497434	0.19142102	-0.86904126	-1.0411697	-1.0249418	-0.22780789
NTRK1	0.059523354	0.091606644	0.074521028	-0.93484793	-10.854794	-1.0650484
