Chr	gene	log2_ratio	CopyNumber
chr10	PTEN	-0.0361859068881	1.95045956901
chr12	PTPN11	0.156739005529	2.22952906226
chr8	RAD21	-0.198891921247	1.74243891331
chr5	RAD50	-0.315572723242	1.60706388021
chr15	RAD51	0.0754841935578	2.10742924316
chr14	RAD51B	0.00241593253862	2.0033519995
chr17	RAD51D	0.0724070726592	2.10293910243
chr1	RAD54L	0.0630711808957	2.0893746105
chr3	RAF1	0.0119222420144	2.0165962169
chr13	RB1	-0.604424152264	1.31546772073
chr5	RICTOR	-0.469864595575	1.44406472214
chr6	ROS1	-0.0755716170716	1.89793210419
chr17	RPTOR	0.0603687145078	2.08546444286
chr1	SDHB	0.14708888178	2.21466560623
chr1	SDHC	0.235990095045	2.35542940772
chr11	SDHD	0.0209671640637	2.02927890597
chr3	SETD2	-0.113319655975	1.84891684885
chr2	SF3B1	-0.188449521011	1.75509664959
chr4	SLC34A2_fus	0.0582673792126	2.08242910275
chr18	SMAD2	-0.309122450964	1.61426512996
chr18	SMAD4	-0.0744720548826	1.89937918053
chr22	SMARCB1	0.0628582056315	2.08906619309
chr1	SPEN	-0.183573147297	1.76103899174
chr17	SPOP	-0.054739277729	1.92553683567
chr17	STAT3	0.09222832438	2.13203086576
chr10	SUFU	0.0135626861569	2.01889053057
chr9	SYK	-0.024555245493	1.96624725903
chr12	TBX3	0.138200203856	2.20106264063
chr4	TET2	-0.128208001588	1.82993448512
chr21	TMPRSS2	0.0819175079537	2.11684774678
chr17	TP53	0.063598900553	2.09013901719
chr16	TSC2	0.0586034416063	2.08291424174
chr14	TSHR	0.041950516432	2.05900954287
chr21	U2AF1	0.0668021213657	2.09478491585
chr4	WHSC1	0.00516017056804	2.00716632382
