Chr	gene	log2_ratio	CopyNumber
chr8	FGFR1	-0.0682051477616	1.90764781888
chr4	FGFR3	-0.348815342311	1.57045723509
chr1	FH	0.177940289554	2.26253528166
chr17	FLCN	-0.13888231111	1.81644500721
chr13	FLT1	-0.0809206607361	1.89090821885
chr13	FLT3	-0.143251757376	1.81095191845
chr5	FLT4	-0.238716875781	1.69499747501
chr3	FOXP1	0.0805097348447	2.11478314701
chr1	FUBP1	0.140008173703	2.20382271765
chr16	FUS_fus	-0.0794682043	1.89281287972
chr19	GNA11	-0.264784995001	1.66464553324
chr9	GNAQ	0.235804116925	2.35512578839
chr3	GSK3B	0.231631340383	2.34832378595
chr7	HGF	0.245671261798	2.37128860605
chr11	IGF2	-0.418327291148	1.49658343196
chr1	IKBKE	-0.0275486410532	1.96217179346
chr4	INPP4B	0.156359405856	2.22894250921
chr6	IRF4	-0.0849338724505	1.885655501
chr12	KDM5A	0.0790718400721	2.11267645038
chr4	KDR	0.0705893835641	2.10029122304
chr7	KMT2C	0.0979157378543	2.14045237779
chr12	KRAS	0.202558311663	2.30147426687
chr11	LMO1	-0.204365202593	1.73584099027
chr17	MAP2K4	0.123454345783	2.17868005108
chr5	MAP3K1	0.15201465342	2.22224002844
chr12	MDM2	-0.0337312561748	1.95378097244
chr1	MDM4	-0.15428167631	1.79715933593
chr3	MITF	0.0738350139648	2.10502156622
chr11	MRE11A	0.183558600772	2.27136348908
chr2	MSH2	-0.0721797960559	1.90239945111
chr5	MSH3	0.0571782829137	2.08085766184
chr2	MSH6	-0.103096121561	1.86206557282
chr8	NBN	0.233499171379	2.35136608697
chr17	NF1	0.143631525689	2.2093646105
chr22	NF2	-0.0982838219486	1.86828710877
chr9	NOTCH1	-0.223281812696	1.71322921864
chr1	NOTCH2	0.204668542092	2.3048430971
chr9	NTRK2	-0.0502031886431	1.93160059277
chr15	NTRK3	-0.144861014791	1.80893301428
chr16	PALB2	-0.101796784112	1.86374336425
chr6	PARK2	0.179717992566	2.26532491823
chr22	PDGFB_fus	-0.214148011542	1.72411019797
chr4	PDGFRA	-0.0677316189075	1.90827405972
chr12	PIK3C2G	0.0999662041493	2.14349671201
chr3	PIK3CA	0.187356632017	2.27735094626
chr3	PIK3CB	0.111289795536	2.1603870351
chr19	PIK3R2	-0.191198214262	1.75175593695
chr19	POLD1	-0.151934936371	1.8000850392
chr12	POLE	-0.13340166149	1.82335861813
chr19	PPP2R1A	0.119801112263	2.17317011448
chr6	PRDM1	0.159122613558	2.23321571521
chr8	PREX2	0.119582697826	2.17284113588
chr17	PRKAR1A	0.151622576884	2.22163617955
chr10	PTEN	0.146742556663	2.21413403008
chr8	RAD21	0.236055598267	2.35553635459
chr15	RAD51	-0.120448406067	1.83980338051
chr14	RAD51B	-0.0870828539047	1.88284879406
chr12	RAD52	0.00194892019705	2.0027036028
chr13	RB1	0.145941760115	2.21290537202
chr10	RET	-0.118968290082	1.84169187369
chr5	RICTOR	0.257543913583	2.39088363203
chr17	RNF43	0.0914868261709	2.13093535297
chr21	RUNX1	0.0886801514075	2.12679377876
chr11	SDHD	0.192750858705	2.28588188417
chr3	SETD2	0.106418750697	2.15310511026
chr4	SLC34A2_fus	-0.212661865692	1.72588714967
chr18	SMAD2	0.211511943312	2.31580205533
chr18	SMAD4	0.133750513541	2.19428438291
chr22	SMARCB1	-0.238882997116	1.69480231316
chr20	SRC	-0.248257390442	1.68382547003
chr19	STK11	-0.219353406407	1.71790063685
chr10	SUFU	-0.0736691066984	1.90043659565
chr12	TBX3	-0.271131238129	1.6573390384
chr5	TERT	-0.171056211808	1.77638437697
chr3	TGFBR2	0.150692072736	2.2202037388
chr21	TMPRSS2	-0.228279403504	1.70730474689
chr20	TOP1	-0.0687641735153	1.90690877311
chr17	TP53	-0.0764988333292	1.89671270018
chr16	TSC2	-0.287419348859	1.63873281479
chr6	VEGFA	-0.170954260955	1.77650991307
chr4	WHSC1	-0.137121433061	1.81866341847
chr8	WHSC1L1	0.0281815998585	2.03945206675
chr11	WT1	0.0727080718688	2.10337789859
chr2	XPO1	-0.0479834129889	1.93457490137
